,tokens,ner_tags
5593,drag,O
5594,##gled,O
5595,feathers,O
5596,",",O
5597,the,O
5598,animals,O
5599,with,O
5600,their,O
5601,fur,O
5602,clinging,O
5603,close,O
5604,to,O
5605,them,O
5606,",",O
5607,and,O
5608,all,O
5609,dripping,O
5610,wet,O
5611,",",O
5612,cross,O
5613,",",O
5614,and,O
5615,uncomfortable,O
5616,.,O
5617,[SEP],O
5618,[CLS],O
5619,the,O
5620,first,O
5621,question,O
5622,of,O
5623,course,O
5624,was,O
5625,",",O
5626,how,O
5627,to,O
5628,get,O
5629,dry,O
5630,again,O
5631,:,O
5632,they,O
5633,had,O
5634,a,O
5635,consultation,O
5636,about,O
5637,this,O
5638,",",O
5639,and,O
5640,after,O
5641,a,O
5642,few,O
5643,minutes,O
5644,it,O
5645,seemed,O
5646,quite,O
5647,natural,O
5648,to,O
5649,alice,B-PER
5650,to,O
5651,find,O
5652,herself,O
5653,talking,O
5654,familiar,O
5655,##ly,O
5656,with,O
5657,them,O
5658,",",O
5659,as,O
5660,if,O
5661,she,O
5662,had,O
5663,known,O
5664,them,O
5665,all,O
5666,her,O
5667,life,O
5668,.,O
5669,indeed,O
5670,",",O
5671,she,O
5672,had,O
5673,quite,O
5674,a,O
5675,long,O
5676,argument,O
5677,with,O
5678,the,O
5679,lo,B-MISC
5680,##ry,B-MISC
5681,",",O
5682,who,O
5683,at,O
5684,last,O
5685,turned,O
5686,sul,O
5687,##ky,O
5688,",",O
5689,and,O
5690,would,O
5691,only,O
5692,say,O
5693,",",O
5694,‘,O
5695,i,O
5696,am,O
5697,older,O
5698,than,O
5699,you,O
5700,",",O
5701,and,O
5702,must,O
5703,know,O
5704,better,O
5705,’,O
5706,;,O
5707,and,O
5708,this,O
5709,alice,B-PER
5710,would,O
5711,not,O
5712,allow,O
5713,without,O
5714,knowing,O
5715,how,O
5716,old,O
5717,it,O
5718,was,O
5719,",",O
5720,and,O
5721,",",O
5722,as,O
5723,the,O
5724,lo,B-MISC
5725,##ry,B-MISC
5726,positively,O
5727,refused,O
5728,to,O
5729,tell,O
5730,its,O
5731,age,O
5732,",",O
5733,there,O
5734,was,O
5735,no,O
5736,more,O
5737,to,O
5738,be,O
5739,said,O
5740,.,O
5741,[SEP],O
5742,[CLS],O
5743,at,O
5744,last,O
5745,the,O
5746,mouse,O
5747,",",O
5748,who,O
5749,seemed,O
5750,to,O
5751,be,O
5752,a,O
5753,person,O
5754,of,O
5755,authority,O
5756,among,O
5757,them,O
5758,",",O
5759,called,O
5760,out,O
5761,",",O
5762,‘,O
5763,sit,O
5764,down,O
5765,",",O
5766,all,O
5767,of,O
5768,you,O
5769,",",O
5770,and,O
5771,listen,O
5772,to,O
5773,me,O
5774,!,O
5775,i,O
5776,’,O
5777,ll,O
5778,soon,O
5779,make,O
5780,you,O
5781,dry,O
5782,enough,O
5783,!,O
5784,’,O
5785,they,O
5786,all,O
5787,sat,O
5788,down,O
5789,at,O
5790,once,O
5791,",",O
5792,in,O
5793,a,O
5794,large,O
5795,ring,O
5796,",",O
5797,with,O
5798,the,O
5799,mouse,O
5800,in,O
5801,the,O
5802,middle,O
5803,.,O
5804,alice,B-PER
5805,kept,O
5806,her,O
5807,eyes,O
5808,anxiously,O
5809,fixed,O
5810,on,O
5811,it,O
5812,",",O
5813,for,O
5814,she,O
5815,felt,O
5816,sure,O
5817,she,O
5818,would,O
5819,catch,O
5820,a,O
5821,bad,O
5822,cold,O
5823,if,O
5824,she,O
5825,did,O
5826,not,O
5827,get,O
5828,dry,O
5829,very,O
5830,soon,O
5831,.,O
5832,[SEP],O
5833,[CLS],O
5834,‘,O
5835,ah,O
5836,##em,O
5837,!,O
5838,’,O
5839,said,O
5840,the,O
5841,mouse,O
5842,with,O
5843,an,O
5844,important,O
5845,air,O
5846,",",O
5847,‘,O
5848,are,O
5849,you,O
5850,all,O
5851,ready,O
5852,?,O
5853,this,O
5854,is,O
5855,the,O
5856,dr,O
5857,##iest,O
5858,thing,O
5859,i,O
5860,know,O
5861,.,O
5862,silence,O
5863,all,O
5864,round,O
5865,",",O
5866,if,O
5867,you,O
5868,please,O
5869,!,O
5870,“,O
5871,william,B-PER
5872,the,I-PER
5873,conqueror,I-PER
5874,",",O
5875,whose,O
5876,cause,O
5877,was,O
5878,favoured,O
5879,by,O
5880,the,O
5881,pope,B-PER
5882,",",O
5883,was,O
5884,soon,O
5885,submitted,O
5886,to,O
5887,by,O
5888,the,O
5889,english,B-MISC
5890,",",O
5891,who,O
5892,wanted,O
5893,leaders,O
5894,",",O
5895,and,O
5896,had,O
5897,been,O
5898,of,O
5899,late,O
5900,much,O
5901,accustomed,O
5902,to,O
5903,us,O
5904,##ur,O
5905,##pati,O
5906,##on,O
5907,and,O
5908,conquest,O
5909,.,O
5910,edwin,B-PER
5911,and,O
5912,mor,B-PER
5913,##car,B-PER
5914,",",O
5915,the,O
5916,earls,O
5917,of,O
5918,mer,B-LOC
5919,##cia,B-LOC
5920,and,O
5921,north,B-LOC
5922,##umb,B-LOC
5923,##ria,B-LOC
5924,-,O
5925,-,O
5926,“,O
5927,’,O
5928,[SEP],O
5929,[CLS],O
5930,‘,O
5931,u,O
5932,##gh,O
5933,!,O
5934,’,O
5935,said,O
5936,the,O
5937,lo,O
5938,##ry,O
5939,",",O
5940,with,O
5941,a,O
5942,shiver,O
5943,.,O
5944,[SEP],O
5945,[CLS],O
5946,‘,O
5947,i,O
5948,beg,O
5949,your,O
5950,pardon,O
5951,!,O
5952,’,O
5953,said,O
5954,the,O
5955,mouse,O
5956,",",O
5957,frowning,O
5958,",",O
5959,but,O
5960,very,O
5961,politely,O
5962,:,O
5963,‘,O
5964,did,O
5965,you,O
5966,speak,O
5967,?,O
5968,’,O
5969,[SEP],O
5970,[CLS],O
5971,‘,O
5972,not,O
5973,i,O
5974,!,O
5975,’,O
5976,said,O
5977,the,O
5978,lo,O
5979,##ry,O
5980,hastily,O
5981,.,O
5982,[SEP],O
5983,[CLS],O
5984,‘,O
5985,i,O
5986,thought,O
5987,you,O
5988,did,O
5989,",",O
5990,’,O
5991,said,O
5992,the,O
5993,mouse,O
5994,.,O
5995,‘,O
5996,-,O
5997,-,O
5998,i,O
5999,proceed,O
6000,.,O
6001,“,O
6002,edwin,B-PER
6003,and,O
6004,mor,B-PER
6005,##car,B-PER
6006,",",O
6007,the,O
6008,earls,O
6009,of,O
6010,mer,B-LOC
6011,##cia,B-LOC
6012,and,O
6013,north,B-LOC
6014,##umb,B-LOC
6015,##ria,B-LOC
6016,",",O
6017,declared,O
6018,for,O
6019,him,O
6020,:,O
6021,and,O
6022,even,O
6023,st,B-PER
6024,##igan,B-PER
6025,##d,B-PER
6026,",",O
6027,the,O
6028,patriotic,O
6029,archbishop,O
6030,of,O
6031,canterbury,B-LOC
6032,",",O
6033,found,O
6034,it,O
6035,ad,O
6036,##vis,O
6037,##able,O
6038,-,O
6039,-,O
6040,“,O
6041,’,O
6042,[SEP],O
6043,[CLS],O
6044,‘,O
6045,found,O
6046,what,O
6047,?,O
6048,’,O
6049,said,O
6050,the,O
6051,duck,O
6052,.,O
6053,[SEP],O
6054,[CLS],O
6055,‘,O
6056,found,O
6057,it,O
6058,",",O
6059,’,O
6060,the,O
6061,mouse,O
6062,replied,O
6063,rather,O
6064,cross,O
6065,##ly,O
6066,:,O
6067,‘,O
6068,of,O
6069,course,O
6070,you,O
6071,know,O
6072,what,O
6073,“,O
6074,it,O
6075,”,O
6076,means,O
6077,.,O
6078,’,O
6079,[SEP],O
6080,[CLS],O
6081,‘,O
6082,i,O
6083,know,O
6084,what,O
6085,“,O
6086,it,O
6087,”,O
6088,means,O
6089,well,O
6090,enough,O
6091,",",O
6092,when,O
6093,i,O
6094,find,O
6095,a,O
6096,thing,O
6097,",",O
6098,’,O
6099,said,O
6100,the,O
6101,duck,O
6102,:,O
6103,‘,O
6104,it,O
6105,’,O
6106,s,O
6107,generally,O
6108,a,O
6109,frog,O
6110,or,O
6111,a,O
6112,worm,O
6113,.,O
6114,the,O
6115,question,O
6116,is,O
6117,",",O
6118,what,O
6119,did,O
6120,the,O
6121,archbishop,O
6122,find,O
6123,?,O
6124,’,O
6125,[SEP],O
6126,[CLS],O
6127,the,O
6128,mouse,O
6129,did,O
6130,not,O
6131,notice,O
6132,this,O
6133,question,O
6134,",",O
6135,but,O
6136,hurriedly,O
6137,went,O
6138,on,O
6139,",",O
6140,‘,O
6141,“,O
6142,-,O
6143,-,O
6144,found,O
6145,it,O
6146,ad,O
6147,##vis,O
6148,##able,O
6149,to,O
6150,go,O
6151,with,O
6152,edgar,B-PER
6153,at,I-PER
6154,##hel,I-PER
6155,##ing,I-PER
6156,to,O
6157,meet,O
6158,william,B-PER
6159,and,O
6160,offer,O
6161,him,O
6162,the,O
6163,crown,O
6164,.,O
6165,william,B-PER
6166,’,O
6167,s,O
6168,conduct,O
6169,at,O
6170,first,O
6171,was,O
6172,moderate,O
6173,.,O
6174,but,O
6175,the,O
6176,ins,O
6177,##ole,O
6178,##nce,O
6179,of,O
6180,his,O
6181,norman,B-MISC
6182,##s,B-MISC
6183,-,O
6184,-,O
6185,”,O
6186,how,O
6187,are,O
6188,you,O
6189,getting,O
6190,on,O
6191,now,O
6192,",",O
6193,my,O
6194,dear,O
6195,?,O
6196,’,O
6197,it,O
6198,continued,O
6199,",",O
6200,turning,O
6201,to,O
6202,alice,B-PER
6203,as,O
6204,it,O
6205,spoke,O
6206,.,O
6207,[SEP],O
6208,[CLS],O
6209,‘,O
6210,as,O
6211,wet,O
6212,as,O
6213,ever,O
6214,",",O
6215,’,O
6216,said,O
6217,alice,B-PER
6218,in,O
6219,a,O
6220,melancholy,O
6221,tone,O
6222,:,O
6223,‘,O
6224,it,O
6225,doesn,O
6226,’,O
6227,t,O
6228,seem,O
6229,to,O
6230,dry,O
6231,me,O
6232,at,O
6233,all,O
6234,.,O
6235,’,O
6236,[SEP],O
6237,[CLS],O
6238,‘,O
6239,in,O
6240,that,O
6241,case,O
6242,",",O
6243,’,O
6244,said,O
6245,the,O
6246,dod,O
6247,##o,O
6248,solemnly,O
6249,",",O
6250,rising,O
6251,to,O
6252,its,O
6253,feet,O
6254,",",O
6255,‘,O
6256,i,O
6257,move,O
6258,that,O
6259,the,O
6260,meeting,O
6261,ad,O
6262,##jou,O
6263,##rn,O
6264,",",O
6265,for,O
6266,the,O
6267,immediate,O
6268,adoption,O
6269,of,O
6270,more,O
6271,energetic,O
6272,re,O
6273,##med,O
6274,##ies,O
6275,-,O
6276,-,O
6277,’,O
6278,[SEP],O
6279,[CLS],O
6280,‘,O
6281,speak,O
6282,english,B-MISC
6283,!,O
6284,’,O
6285,said,O
6286,the,O
6287,eagle,B-MISC
6288,##t,O
6289,.,O
6290,‘,O
6291,i,O
6292,don,O
6293,’,O
6294,t,O
6295,know,O
6296,the,O
6297,meaning,O
6298,of,O
6299,half,O
6300,those,O
6301,long,O
6302,words,O
6303,",",O
6304,and,O
6305,",",O
6306,what,O
6307,’,O
6308,s,O
6309,more,O
6310,",",O
6311,i,O
6312,don,O
6313,’,O
6314,t,O
6315,believe,O
6316,you,O
6317,do,O
6318,either,O
6319,!,O
6320,’,O
6321,and,O
6322,the,O
6323,eagle,B-MISC
6324,##t,O
6325,bent,O
6326,down,O
6327,its,O
6328,head,O
6329,to,O
6330,hide,O
6331,a,O
6332,smile,O
6333,:,O
6334,some,O
6335,of,O
6336,the,O
6337,other,O
6338,birds,O
6339,ti,O
6340,##ttered,O
6341,audi,O
6342,##bly,O
6343,.,O
6344,[SEP],O
6345,[CLS],O
6346,‘,O
6347,what,O
6348,i,O
6349,was,O
6350,going,O
6351,to,O
6352,say,O
6353,",",O
6354,’,O
6355,said,O
6356,the,O
6357,dod,O
6358,##o,O
6359,in,O
6360,an,O
6361,offended,O
6362,tone,O
6363,",",O
6364,‘,O
6365,was,O
6366,",",O
6367,that,O
6368,the,O
6369,best,O
6370,thing,O
6371,to,O
6372,get,O
6373,us,O
6374,dry,O
6375,would,O
6376,be,O
6377,a,O
6378,caucus,O
6379,-,O
6380,race,O
6381,.,O
6382,’,O
6383,[SEP],O
6384,[CLS],O
6385,‘,O
6386,what,O
6387,is,O
6388,a,O
6389,caucus,O
6390,-,O
6391,race,O
6392,?,O
6393,’,O
6394,said,O
6395,alice,B-PER
6396,;,O
6397,not,O
6398,that,O
6399,she,O
6400,wanted,O
6401,much,O
6402,to,O
6403,know,O
6404,",",O
6405,but,O
6406,the,O
6407,dod,O
6408,##o,O
6409,had,O
6410,paused,O
6411,as,O
6412,if,O
6413,it,O
6414,thought,O
6415,that,O
6416,somebody,O
6417,ought,O
6418,to,O
6419,speak,O
6420,",",O
6421,and,O
6422,no,O
6423,one,O
6424,else,O
6425,seemed,O
6426,inclined,O
6427,to,O
6428,say,O
6429,anything,O
6430,.,O
6431,[SEP],O
6432,[CLS],O
6433,‘,O
6434,why,O
6435,",",O
6436,’,O
6437,said,O
6438,the,O
6439,dod,O
6440,##o,O
6441,",",O
6442,‘,O
6443,the,O
6444,best,O
6445,way,O
6446,to,O
6447,explain,O
6448,it,O
6449,is,O
6450,to,O
6451,do,O
6452,it,O
6453,.,O
6454,’,O
6455,(,O
6456,and,O
6457,",",O
6458,as,O
6459,you,O
6460,might,O
6461,like,O
6462,to,O
6463,try,O
6464,the,O
6465,thing,O
6466,yourself,O
6467,",",O
6468,some,O
6469,winter,O
6470,day,O
6471,",",O
6472,i,O
6473,will,O
6474,tell,O
6475,you,O
6476,how,O
6477,the,O
6478,dod,O
6479,##o,O
6480,managed,O
6481,it,O
6482,.,O
6483,),O
6484,[SEP],O
6485,[CLS],O
6486,first,O
6487,it,O
6488,marked,O
6489,out,O
6490,a,O
6491,race,O
6492,-,O
6493,course,O
6494,",",O
6495,in,O
6496,a,O
6497,sort,O
6498,of,O
6499,circle,O
6500,",",O
6501,[,O
6502,‘,O
6503,the,O
6504,exact,O
6505,shape,O
6506,doesn,O
6507,’,O
6508,t,O
6509,matter,O
6510,",",O
6511,’,O
6512,it,O
6513,said,O
6514,",",O
6515,),O
6516,and,O
6517,then,O
6518,all,O
6519,the,O
6520,party,O
6521,were,O
6522,placed,O
6523,along,O
6524,the,O
6525,course,O
6526,",",O
6527,here,O
6528,and,O
6529,there,O
6530,.,O
6531,there,O
6532,was,O
6533,no,O
6534,‘,O
6535,one,O
6536,",",O
6537,two,O
6538,",",O
6539,three,O
6540,",",O
6541,and,O
6542,away,O
6543,",",O
6544,’,O
6545,but,O
6546,they,O
6547,began,O
6548,running,O
6549,when,O
6550,they,O
6551,liked,O
6552,",",O
6553,and,O
6554,left,O
6555,off,O
6556,when,O
6557,they,O
6558,liked,O
6559,",",O
6560,so,O
6561,that,O
6562,it,O
6563,was,O
6564,not,O
6565,easy,O
6566,to,O
6567,know,O
6568,when,O
6569,the,O
6570,race,O
6571,was,O
6572,over,O
6573,.,O
6574,however,O
6575,",",O
6576,when,O
6577,they,O
6578,had,O
6579,been,O
6580,running,O
6581,half,O
6582,an,O
6583,hour,O
6584,or,O
6585,so,O
6586,",",O
6587,and,O
6588,were,O
6589,quite,O
6590,dry,O
6591,again,O
6592,",",O
6593,the,O
6594,dod,O
6595,##o,O
6596,suddenly,O
6597,called,O
6598,out,O
6599,‘,O
6600,the,O
6601,race,O
6602,is,O
6603,over,O
6604,!,O
6605,’,O
6606,and,O
6607,they,O
6608,all,O
6609,crowded,O
6610,round,O
6611,it,O
6612,",",O
6613,panting,O
6614,",",O
6615,and,O
6616,asking,O
6617,",",O
6618,‘,O
6619,but,O
6620,who,O
6621,has,O
6622,won,O
6623,?,O
6624,’,O
6625,[SEP],O
6626,[CLS],O
6627,this,O
6628,question,O
6629,the,O
6630,dod,O
6631,##o,O
6632,could,O
6633,not,O
6634,answer,O
6635,without,O
6636,a,O
6637,great,O
6638,deal,O
6639,of,O
6640,thought,O
6641,",",O
6642,and,O
6643,it,O
6644,sat,O
6645,for,O
6646,a,O
6647,long,O
6648,time,O
6649,with,O
6650,one,O
6651,finger,O
6652,pressed,O
6653,upon,O
6654,its,O
6655,forehead,O
6656,(,O
6657,the,O
6658,position,O
6659,in,O
6660,which,O
6661,you,O
6662,usually,O
6663,see,O
6664,shakespeare,B-PER
6665,",",O
6666,in,O
6667,the,O
6668,pictures,O
6669,of,O
6670,him,O
6671,),O
6672,",",O
6673,while,O
6674,the,O
6675,rest,O
6676,waited,O
6677,in,O
6678,silence,O
6679,.,O
6680,at,O
6681,last,O
6682,the,O
6683,dod,O
6684,##o,O
6685,said,O
6686,",",O
6687,‘,O
6688,everybody,O
6689,has,O
6690,won,O
6691,",",O
6692,and,O
6693,all,O
6694,must,O
6695,have,O
6696,prizes,O
6697,.,O
6698,’,O
6699,[SEP],O
6700,[CLS],O
6701,‘,O
6702,but,O
6703,who,O
6704,is,O
6705,to,O
6706,give,O
6707,the,O
6708,prizes,O
6709,?,O
6710,’,O
6711,quite,O
6712,a,O
6713,chorus,O
6714,of,O
6715,voices,O
6716,asked,O
6717,.,O
6718,[SEP],O
6719,[CLS],O
6720,‘,O
6721,why,O
6722,",",O
6723,she,O
6724,",",O
6725,of,O
6726,course,O
6727,",",O
6728,’,O
6729,said,O
6730,the,O
6731,dod,O
6732,##o,O
6733,",",O
6734,pointing,O
6735,to,O
6736,alice,B-PER
6737,with,O
6738,one,O
6739,finger,O
6740,;,O
6741,and,O
6742,the,O
6743,whole,O
6744,party,O
6745,at,O
6746,once,O
6747,crowded,O
6748,round,O
6749,her,O
6750,",",O
6751,calling,O
6752,out,O
6753,in,O
6754,a,O
6755,confused,O
6756,way,O
6757,",",O
6758,‘,O
6759,prizes,O
6760,!,O
6761,prizes,O
6762,!,O
6763,’,O
6764,[SEP],O
6765,[CLS],O
6766,alice,B-PER
6767,had,O
6768,no,O
6769,idea,O
6770,what,O
6771,to,O
6772,do,O
6773,",",O
6774,and,O
6775,in,O
6776,despair,O
6777,she,O
6778,put,O
6779,her,O
6780,hand,O
6781,in,O
6782,her,O
6783,pocket,O
6784,",",O
6785,and,O
6786,pulled,O
6787,out,O
6788,a,O
6789,box,O
6790,of,O
6791,com,O
6792,##fi,O
6793,##ts,O
6794,",",O
6795,(,O
6796,luckily,O
6797,the,O
6798,salt,O
6799,water,O
6800,had,O
6801,not,O
6802,got,O
6803,into,O
6804,it,O
6805,),O
6806,",",O
6807,and,O
6808,handed,O
6809,them,O
6810,round,O
6811,as,O
6812,prizes,O
6813,.,O
6814,there,O
6815,was,O
6816,exactly,O
6817,one,O
6818,a,O
6819,-,O
6820,piece,O
6821,all,O
6822,round,O
6823,.,O
6824,[SEP],O
6825,[CLS],O
6826,‘,O
6827,but,O
6828,she,O
6829,must,O
6830,have,O
6831,a,O
6832,prize,O
6833,herself,O
6834,",",O
6835,you,O
6836,know,O
6837,",",O
6838,’,O
6839,said,O
6840,the,O
6841,mouse,O
6842,.,O
6843,[SEP],O
6844,[CLS],O
6845,‘,O
6846,of,O
6847,course,O
6848,",",O
6849,’,O
6850,the,O
6851,dod,O
6852,##o,O
6853,replied,O
6854,very,O
6855,gravely,O
6856,.,O
6857,‘,O
6858,what,O
6859,else,O
6860,have,O
6861,you,O
6862,got,O
6863,in,O
6864,your,O
6865,pocket,O
6866,?,O
6867,’,O
6868,he,O
6869,went,O
6870,on,O
6871,",",O
6872,turning,O
6873,to,O
6874,alice,B-PER
6875,.,O
6876,[SEP],O
6877,[CLS],O
6878,‘,O
6879,only,O
6880,a,O
6881,th,O
6882,##im,O
6883,##ble,O
6884,",",O
6885,’,O
6886,said,O
6887,alice,B-PER
6888,sadly,O
6889,.,O
6890,[SEP],O
6891,[CLS],O
6892,‘,O
6893,hand,O
6894,it,O
6895,over,O
6896,here,O
6897,",",O
6898,’,O
6899,said,O
6900,the,O
6901,dod,O
6902,##o,O
6903,.,O
6904,[SEP],O
6905,[CLS],O
6906,then,O
6907,they,O
6908,all,O
6909,crowded,O
6910,round,O
6911,her,O
6912,once,O
6913,more,O
6914,",",O
6915,while,O
6916,the,O
6917,dod,O
6918,##o,O
6919,solemnly,O
6920,presented,O
6921,the,O
6922,th,O
6923,##im,O
6924,##ble,O
6925,",",O
6926,saying,O
6927,‘,O
6928,we,O
6929,beg,O
6930,your,O
6931,acceptance,O
6932,of,O
6933,this,O
6934,elegant,O
6935,th,O
6936,##im,O
6937,##ble,O
6938,’,O
6939,;,O
6940,and,O
6941,",",O
6942,when,O
6943,it,O
6944,had,O
6945,finished,O
6946,this,O
6947,short,O
6948,speech,O
6949,",",O
6950,they,O
6951,all,O
6952,cheered,O
6953,.,O
6954,[SEP],O
6955,[CLS],O
6956,alice,B-PER
6957,thought,O
6958,the,O
6959,whole,O
6960,thing,O
6961,very,O
6962,absurd,O
6963,",",O
6964,but,O
6965,they,O
6966,all,O
6967,looked,O
6968,so,O
6969,grave,O
6970,that,O
6971,she,O
6972,did,O
6973,not,O
6974,dare,O
6975,to,O
6976,laugh,O
6977,;,O
6978,and,O
6979,",",O
6980,as,O
6981,she,O
6982,could,O
6983,not,O
6984,think,O
6985,of,O
6986,anything,O
6987,to,O
6988,say,O
6989,",",O
6990,she,O
6991,simply,O
6992,bowed,O
6993,",",O
6994,and,O
6995,took,O
6996,the,O
6997,th,O
6998,##im,O
6999,##ble,O
7000,",",O
7001,looking,O
7002,as,O
7003,solemn,O
7004,as,O
7005,she,O
7006,could,O
7007,.,O
7008,[SEP],O
7009,[CLS],O
7010,the,O
7011,next,O
7012,thing,O
7013,was,O
7014,to,O
7015,eat,O
7016,the,O
7017,com,O
7018,##fi,O
7019,##ts,O
7020,:,O
7021,this,O
7022,caused,O
7023,some,O
7024,noise,O
7025,and,O
7026,confusion,O
7027,",",O
7028,as,O
7029,the,O
7030,large,O
7031,birds,O
7032,complained,O
7033,that,O
7034,they,O
7035,could,O
7036,not,O
7037,taste,O
7038,theirs,O
7039,",",O
7040,and,O
7041,the,O
7042,small,O
7043,ones,O
7044,choked,O
7045,and,O
7046,had,O
7047,to,O
7048,be,O
7049,patted,O
7050,on,O
7051,the,O
7052,back,O
7053,.,O
7054,however,O
7055,",",O
7056,it,O
7057,was,O
7058,over,O
7059,at,O
7060,last,O
7061,",",O
7062,and,O
7063,they,O
7064,sat,O
7065,down,O
7066,again,O
7067,in,O
7068,a,O
7069,ring,O
7070,",",O
7071,and,O
7072,begged,O
7073,the,O
7074,mouse,O
7075,to,O
7076,tell,O
7077,them,O
7078,something,O
7079,more,O
7080,.,O
7081,[SEP],O
7082,[CLS],O
7083,‘,O
7084,you,O
7085,promised,O
7086,to,O
7087,tell,O
7088,me,O
7089,your,O
7090,history,O
7091,",",O
7092,you,O
7093,know,O
7094,",",O
7095,’,O
7096,said,O
7097,alice,B-PER
7098,",",O
7099,‘,O
7100,and,O
7101,why,O
7102,it,O
7103,is,O
7104,you,O
7105,hate,O
7106,-,O
7107,-,O
7108,c,O
7109,and,O
7110,d,O
7111,",",O
7112,’,O
7113,she,O
7114,added,O
7115,in,O
7116,a,O
7117,whisper,O
7118,",",O
7119,half,O
7120,afraid,O
7121,that,O
7122,it,O
7123,would,O
7124,be,O
7125,offended,O
7126,again,O
7127,.,O
7128,[SEP],O
7129,[CLS],O
7130,‘,O
7131,mine,O
7132,is,O
7133,a,O
7134,long,O
7135,and,O
7136,a,O
7137,sad,O
7138,tale,O
7139,!,O
7140,’,O
7141,said,O
7142,the,O
7143,mouse,O
7144,",",O
7145,turning,O
7146,to,O
7147,alice,B-PER
7148,",",O
7149,and,O
7150,sighing,O
7151,.,O
7152,[SEP],O
7153,[CLS],O
7154,‘,O
7155,it,O
7156,is,O
7157,a,O
7158,long,O
7159,tail,O
7160,",",O
7161,certainly,O
7162,",",O
7163,’,O
7164,said,O
7165,alice,B-PER
7166,",",O
7167,looking,O
7168,down,O
7169,with,O
7170,wonder,O
7171,at,O
7172,the,O
7173,mouse,O
7174,’,O
7175,s,O
7176,tail,O
7177,;,O
7178,‘,O
7179,but,O
7180,why,O
7181,do,O
7182,you,O
7183,call,O
7184,it,O
7185,sad,O
7186,?,O
7187,’,O
7188,and,O
7189,she,O
7190,kept,O
7191,on,O
7192,pu,O
7193,##zzling,O
7194,about,O
7195,it,O
7196,while,O
7197,the,O
7198,mouse,O
7199,was,O
7200,speaking,O
7201,",",O
7202,so,O
7203,that,O
7204,her,O
7205,idea,O
7206,of,O
7207,the,O
7208,tale,O
7209,was,O
7210,something,O
7211,like,O
7212,this,O
7213,:,O
7214,-,O
7215,-,O
7216,[SEP],O
7217,[CLS],O
7218,‘,O
7219,fury,I-PER
7220,said,O
7221,to,O
7222,a,O
7223,mouse,O
7224,",",O
7225,that,O
7226,he,O
7227,met,O
7228,in,O
7229,the,O
7230,house,O
7231,",",O
7232,“,O
7233,let,O
7234,us,O
7235,both,O
7236,go,O
7237,to,O
7238,law,O
7239,:,O
7240,i,O
7241,will,O
7242,prose,O
7243,##cute,O
7244,you,O
7245,.,O
7246,-,O
7247,-,O
7248,come,O
7249,",",O
7250,i,O
7251,’,O
7252,ll,O
7253,take,O
7254,no,O
7255,denial,O
7256,;,O
7257,we,O
7258,must,O
7259,have,O
7260,a,O
7261,trial,O
7262,:,O
7263,for,O
7264,really,O
7265,this,O
7266,morning,O
7267,i,O
7268,’,O
7269,ve,O
7270,nothing,O
7271,to,O
7272,do,O
7273,.,O
7274,”,O
7275,said,O
7276,the,O
7277,mouse,O
7278,to,O
7279,the,O
7280,cu,O
7281,##r,O
7282,",",O
7283,“,O
7284,such,O
7285,a,O
7286,trial,O
7287,",",O
7288,dear,O
7289,sir,O
7290,",",O
7291,with,O
7292,no,O
7293,jury,O
7294,or,O
7295,judge,O
7296,",",O
7297,would,O
7298,be,O
7299,wasting,O
7300,our,O
7301,breath,O
7302,.,O
7303,”,O
7304,“,O
7305,i,O
7306,’,O
7307,ll,O
7308,be,O
7309,judge,O
7310,",",O
7311,i,O
7312,’,O
7313,ll,O
7314,be,O
7315,jury,O
7316,",",O
7317,”,O
7318,said,O
7319,cunning,O
7320,old,B-PER
7321,fury,B-PER
7322,:,O
7323,“,O
7324,i,O
7325,’,O
7326,ll,O
7327,try,O
7328,the,O
7329,whole,O
7330,cause,O
7331,",",O
7332,and,O
7333,condemn,O
7334,you,O
7335,to,O
7336,death,O
7337,.,O
7338,”,O
7339,’,O
7340,[SEP],O
7341,[CLS],O
7342,‘,O
7343,you,O
7344,are,O
7345,not,O
7346,attending,O
7347,!,O
7348,’,O
7349,said,O
7350,the,O
7351,mouse,O
7352,to,O
7353,alice,B-PER
7354,severely,O
7355,.,O
7356,‘,O
7357,what,O
7358,are,O
7359,you,O
7360,thinking,O
7361,of,O
7362,?,O
7363,’,O
7364,[SEP],O
7365,[CLS],O
7366,‘,O
7367,i,O
7368,beg,O
7369,your,O
7370,pardon,O
7371,",",O
7372,’,O
7373,said,O
7374,alice,B-PER
7375,very,O
7376,hum,O
7377,##bly,O
7378,:,O
7379,‘,O
7380,you,O
7381,had,O
7382,got,O
7383,to,O
7384,the,O
7385,fifth,O
7386,bend,O
7387,",",O
7388,i,O
7389,think,O
7390,?,O
7391,’,O
7392,[SEP],O
7393,[CLS],O
7394,‘,O
7395,i,O
7396,had,O
7397,not,O
7398,!,O
7399,’,O
7400,cried,O
7401,the,O
7402,mouse,O
7403,",",O
7404,sharply,O
7405,and,O
7406,very,O
7407,angrily,O
7408,.,O
7409,[SEP],O
7410,[CLS],O
7411,‘,O
7412,a,O
7413,knot,O
7414,!,O
7415,’,O
7416,said,O
7417,alice,B-PER
7418,",",O
7419,always,O
7420,ready,O
7421,to,O
7422,make,O
7423,herself,O
7424,useful,O
7425,",",O
7426,and,O
7427,looking,O
7428,anxiously,O
7429,about,O
7430,her,O
7431,.,O
7432,‘,O
